,Original Stats,Predicted
9054,1435000.0,1488727.2727272727
9055,1315000.0,1046096.9538461538
9057,700000.0,526830.3938053098
9059,920000.0,651350.3397683398
9060,765000.0,782046.6666666666
9061,1400000.0,2360848.484848485
9064,1105000.0,1046096.9538461538
9072,1032000.0,1457250.0
9073,821000.0,1227450.0
9077,850000.0,651350.3397683398
9079,1570000.0,1325333.3333333333
9080,1275000.0,888181.8181818182
9081,1435000.0,1234066.6666666667
9084,600000.0,649775.0
9086,529000.0,651350.3397683398
9088,845000.0,845000.0
9089,650000.0,666440.1149425288
9091,350000.0,383329.0268456376
9092,665000.0,526830.3938053098
9094,674000.0,651350.3397683398
9096,840000.0,695538.4615384615
9097,745000.0,639414.6776859504
9098,1240000.0,717969.4968553459
9099,850000.0,639414.6776859504
9100,1300000.0,1049757.5757575757
9104,690000.0,649775.0
9106,1600000.0,1948785.7142857143
9109,690000.0,612932.2033898305
9113,1025000.0,782046.6666666666
9115,667000.0,644947.7272727273
9117,678000.0,819703.947368421
9118,595000.0,717969.4968553459
9119,305000.0,651350.3397683398
9120,816000.0,695538.4615384615
9121,2600000.0,2209750.0
9123,1360000.0,819703.947368421
9124,1600000.0,1600000.0
9127,1662000.0,1336000.0
9128,545000.0,819703.947368421
9129,750000.0,651350.3397683398
9131,975000.0,552799.1733333333
9134,480000.0,552799.1733333333
9135,696750.0,769382.5757575758
9136,420000.0,383329.0268456376
9137,695500.0,552799.1733333333
9138,540000.0,640575.0
9139,620000.0,612932.2033898305
9143,1025000.0,838500.0
9146,1320000.0,1362333.3333333333
9148,2210000.0,2175000.0
9150,700000.0,885400.0
9151,712000.0,717969.4968553459
9152,775000.0,819703.947368421
9161,700000.0,717969.4968553459
9162,452000.0,819703.947368421
9163,1890000.0,1242222.2222222222
9164,1750000.0,1432000.0
9165,1100000.0,651350.3397683398
9167,695000.0,979202.8301886793
9168,817000.0,773450.0
9170,680000.0,773450.0
9171,1170000.0,1213333.3333333333
9172,830000.0,832750.0
9174,827000.0,819703.947368421
9175,627000.0,917126.5258215963
9177,690000.0,1196233.3333333333
9178,1022000.0,779777.7777777778
9179,5510000.0,5510000.0
9180,3335000.0,3335000.0
9181,560000.0,383329.0268456376
9184,805000.0,526830.3938053098
9185,1875000.0,1488727.2727272727
9186,2320000.0,1509950.0
9187,1465000.0,917126.5258215963
9188,701000.0,917126.5258215963
9190,885000.0,717969.4968553459
9192,485000.0,773450.0
9196,555500.0,773450.0
9198,910000.0,977451.6129032258
9199,1300000.0,917126.5258215963
9200,2525000.0,1948785.7142857143
9203,670000.0,640575.0
9205,990000.0,1046096.9538461538
9207,942000.0,526830.3938053098
9209,515000.0,506764.70588235295
9211,2162000.0,1422702.380952381
9212,2260000.0,1948785.7142857143
9213,745000.0,948318.1818181818
9214,800001.0,942907.9210526316
9216,521000.0,612932.2033898305
9219,592000.0,526830.3938053098
9222,1780000.0,1709200.0
9223,585000.0,745042.6923076923
9224,1085000.0,969519.2307692308
9227,355000.0,355000.0
9228,355000.0,1043030.612244898
9230,800000.0,526830.3938053098
9231,885000.0,612932.2033898305
9232,2010000.0,1304593.373493976
9233,5600000.0,5600000.0
9236,732000.0,779950.0
9237,720000.0,812342.625
9238,556500.0,612932.2033898305
9240,1850000.0,1341684.2105263157
9242,760000.0,651350.3397683398
9244,872000.0,779950.0
9245,730000.0,888181.8181818182
9247,1170000.0,1292200.0
9251,1011000.0,917126.5258215963
9258,1337000.0,1552600.0
9259,970000.0,1046096.9538461538
9263,1138000.0,1251916.6666666667
9266,1114000.0,651350.3397683398
9267,740000.0,649775.0
9268,1120000.0,832279.7234042553
9270,280000.0,383329.0268456376
9271,485000.0,526830.3938053098
9272,1315000.0,1341684.2105263157
9273,1770000.0,1626600.0
9275,1725000.0,1018370.0
9278,665000.0,666440.1149425288
9279,1400000.0,1837157.894736842
9281,1400000.0,1463800.0
9283,830000.0,832279.7234042553
9284,881000.0,1242222.2222222222
9286,945000.0,1049492.4528301887
9287,1210000.0,1544387.0967741935
9290,725000.0,979202.8301886793
9292,972500.0,1242222.2222222222
9293,955000.0,773139.3939393939
9294,1900000.0,1304593.373493976
9299,521000.0,526830.3938053098
9300,857700.0,1049492.4528301887
9301,642500.0,917126.5258215963
9305,575000.0,651350.3397683398
9307,910000.0,930750.0
9308,1200000.0,1422702.380952381
9311,425000.0,1172869.3181818181
9312,2300000.0,1773288.4615384615
9313,1710000.0,1544387.0967741935
9314,2221000.0,2085500.0
9315,515000.0,612932.2033898305
9316,540000.0,819703.947368421
9317,1360000.0,1873666.6666666667
9318,1180000.0,1304593.373493976
9319,790000.0,917126.5258215963
9321,530000.0,536048.8505747126
9322,915000.0,1779352.9411764706
9323,644000.0,917126.5258215963
9324,905000.0,955000.0
9325,800000.0,666440.1149425288
9326,2210000.0,1850857.142857143
9327,1400000.0,773139.3939393939
9330,535000.0,526830.3938053098
9331,422000.0,383329.0268456376
9336,790000.0,782046.6666666666
9338,410000.0,695538.4615384615
9342,740000.0,639414.6776859504
9343,680000.0,917126.5258215963
9347,1350000.0,1040681.8181818182
9348,1010000.0,1321089.0
9351,740000.0,695538.4615384615
9352,493000.0,526830.3938053098
9355,1626000.0,1156687.5
9356,550000.0,383329.0268456376
9359,682000.0,651350.3397683398
9362,975000.0,918884.6153846154
9363,820000.0,1162750.0
9367,655000.0,683070.3703703703
9370,472000.0,651357.1428571428
9371,467000.0,683070.3703703703
9374,390000.0,612932.2033898305
9375,1155000.0,1362333.3333333333
9377,1100000.0,1147333.3333333333
9379,540000.0,612932.2033898305
9380,1171000.0,1422702.380952381
9385,1900000.0,1900000.0
9387,1670000.0,1779352.9411764706
9388,950000.0,1046096.9538461538
9390,480000.0,651350.3397683398
9391,750000.0,536048.8505747126
9392,730000.0,649775.0
9393,820000.0,1183583.3333333333
9397,670000.0,963414.0
9398,765000.0,917126.5258215963
9400,870000.0,979202.8301886793
9402,3200000.0,2840000.0
9404,1750000.0,1752500.0
9408,1680000.0,1583800.0
9410,860000.0,1172869.3181818181
9412,750000.0,717969.4968553459
9413,2380000.0,1948785.7142857143
9414,2100000.0,2100000.0
9415,3050000.0,3050000.0
9416,1557000.0,917126.5258215963
9419,2050000.0,2050000.0
9422,520000.0,651350.3397683398
9423,925000.0,925000.0
9424,616000.0,773450.0
9425,2700000.0,2840000.0
9431,1525000.0,1023428.5714285715
9432,1330000.0,832279.7234042553
9435,608500.0,845259.7391304348
9436,879000.0,526830.3938053098
9440,1280000.0,1422702.380952381
9443,710500.0,651350.3397683398
9447,2100000.0,1943166.6666666667
9450,310000.0,536048.8505747126
9452,510000.0,526830.3938053098
9453,1925000.0,1242222.2222222222
9454,890000.0,1046096.9538461538
9455,1500000.0,1191500.0
9457,312000.0,383329.0268456376
9458,1010000.0,1544387.0967741935
9463,755000.0,969519.2307692308
9465,918000.0,850636.3636363636
9471,2361000.0,2417200.0
9475,1550000.0,1262966.6666666667
9476,500000.0,695538.4615384615
9479,1237000.0,1172869.3181818181
9484,861000.0,1018370.0
9487,1462000.0,1196233.3333333333
9491,600000.0,845259.7391304348
9494,820000.0,1010178.5714285715
9499,1100000.0,779950.0
9502,1120000.0,969519.2307692308
9506,850000.0,963414.0
9508,1125000.0,1070533.3333333333
9510,1875000.0,1304593.373493976
9511,1350000.0,782046.6666666666
9512,1460000.0,1049492.4528301887
9513,550000.0,552799.1733333333
9515,1065000.0,1422702.380952381
9516,977500.0,943125.0
9520,810000.0,769382.5757575758
9523,543000.0,526830.3938053098
9525,660000.0,832279.7234042553
9526,568000.0,917126.5258215963
9527,680000.0,1043030.612244898
9528,580000.0,552799.1733333333
9529,970000.0,918884.6153846154
9532,1195000.0,1046096.9538461538
9533,1155000.0,1641000.0
9534,800000.0,850636.3636363636
9537,1018000.0,1043030.612244898
9538,1100000.0,1079000.0
9539,1394000.0,885400.0
9543,240000.0,383329.0268456376
9545,310000.0,506764.70588235295
9549,540000.0,1385000.0
9550,691000.0,832279.7234042553
9555,3056000.0,2948000.0
9557,2650000.0,1580043.4782608696
9558,655000.0,917126.5258215963
9559,1550000.0,888181.8181818182
9561,780000.0,819703.947368421
9563,780000.0,930750.0
9564,945000.0,1183735.294117647
9565,645000.0,845259.7391304348
9568,601000.0,888181.8181818182
9569,970000.0,917126.5258215963
9575,7650000.0,7825000.0
9576,375000.0,383329.0268456376
9578,1080000.0,745042.6923076923
9580,2855000.0,2855000.0
9581,3255000.0,3082500.0
9585,828000.0,969519.2307692308
9586,1230000.0,930750.0
9587,590000.0,800939.3939393939
9595,1145000.0,930750.0
9597,550000.0,687357.1428571428
9602,730000.0,666440.1149425288
9603,392000.0,383329.0268456376
9604,1150000.0,1046096.9538461538
9605,1415000.0,942907.9210526316
9607,3175000.0,3175000.0
9612,638000.0,819703.947368421
9617,2520000.0,3097083.3333333335
9618,301000.0,383329.0268456376
9620,740000.0,526830.3938053098
9621,420000.0,890647.0588235294
9623,1051000.0,1172869.3181818181
9626,660000.0,651350.3397683398
9631,865000.0,1227450.0
9632,1302000.0,1422702.380952381
9633,800000.0,917126.5258215963
9634,1850000.0,1341684.2105263157
9635,222000.0,383329.0268456376
9638,581000.0,717969.4968553459
9640,1150000.0,890647.0588235294
9643,1352000.0,1580043.4782608696
9646,1728000.0,2086117.6470588236
9651,902000.0,1251916.6666666667
9654,1561000.0,1789833.3333333333
9656,1300000.0,979202.8301886793
9667,840000.0,773139.3939393939
9670,1060000.0,1167500.0
9672,840000.0,1049757.5757575757
9673,1071888.0,845259.7391304348
9674,790000.0,666440.1149425288
9675,820000.0,850636.3636363636
9676,1218500.0,979202.8301886793
9677,695000.0,651350.3397683398
9678,940000.0,1341684.2105263157
9679,1300000.0,1457250.0
9683,1199000.0,1422250.0
9686,1388000.0,838500.0
9691,440000.0,383329.0268456376
9693,2300000.0,1817647.0588235294
9696,840000.0,942907.9210526316
9697,510000.0,649775.0
9701,780000.0,1269277.7777777778
9703,1255000.0,977451.6129032258
9704,1275000.0,1046096.9538461538
9705,1120000.0,917126.5258215963
9706,1190000.0,977451.6129032258
9708,1425000.0,1355687.5
9712,1175000.0,1422702.380952381
9713,755000.0,1172869.3181818181
9715,1005800.0,1183735.294117647
9723,555698.0,845259.7391304348
9724,1250000.0,917126.5258215963
9725,407500.0,383329.0268456376
9728,642500.0,552799.1733333333
9730,460000.0,773139.3939393939
9731,610000.0,717969.4968553459
9733,500000.0,773139.3939393939
9734,615000.0,779777.7777777778
9735,455000.0,640575.0
9737,810000.0,717969.4968553459
9738,805000.0,819703.947368421
9740,807000.0,552799.1733333333
9742,471000.0,963414.0
9743,558000.0,917126.5258215963
9744,780000.0,1043030.612244898
9747,1240000.0,1309019.7368421052
9748,756000.0,526830.3938053098
9753,1050000.0,1043030.612244898
9755,940000.0,979780.487804878
9761,830000.0,1040681.8181818182
9764,855000.0,977451.6129032258
9769,685000.0,1046096.9538461538
9772,330000.0,383329.0268456376
9776,1010000.0,963414.0
9778,990000.0,1304593.373493976
9784,773000.0,754136.3636363636
9788,3200000.0,3200000.0
9792,675000.0,1133187.5
9796,1815000.0,2086117.6470588236
9797,1225000.0,979202.8301886793
9798,690000.0,888181.8181818182
9799,880000.0,773139.3939393939
9802,1264000.0,717969.4968553459
9805,570000.0,776227.2727272727
9806,2655000.0,888181.8181818182
9809,2525000.0,2525000.0
9810,1300000.0,1269277.7777777778
9811,1275000.0,1401000.0
9814,1204000.0,1304593.373493976
9816,1268000.0,1552600.0
9817,1445000.0,979202.8301886793
9825,1000000.0,1304593.373493976
9831,1150000.0,955000.0
9834,1700000.0,1767425.9259259258
9836,732000.0,724920.0
9837,800000.0,773139.3939393939
9838,877000.0,717969.4968553459
9840,900000.0,717969.4968553459
9843,780000.0,963414.0
9845,1020000.0,1299000.0
9846,996000.0,1046096.9538461538
9847,1095000.0,1046096.9538461538
9849,492000.0,644947.7272727273
9850,425000.0,917126.5258215963
9853,860000.0,1195000.0
9861,801000.0,773450.0
9862,955000.0,902900.0
9867,967500.0,687357.1428571428
9868,890000.0,779950.0
9869,1800000.0,917126.5258215963
9872,410000.0,526830.3938053098
9873,930000.0,963414.0
9877,650000.0,717969.4968553459
9878,700000.0,651350.3397683398
9884,570000.0,717969.4968553459
9894,512000.0,649775.0
9898,895000.0,1309019.7368421052
9900,880000.0,1322250.0
9901,925000.0,779950.0
9903,715000.0,948125.0
9904,840500.0,1052500.0
9909,1285000.0,651350.3397683398
9910,685000.0,526830.3938053098
9912,957000.0,1172869.3181818181
9916,2370000.0,2153333.3333333335
9918,1682000.0,1046096.9538461538
9924,660000.0,917126.5258215963
9928,975000.0,977451.6129032258
9931,670000.0,1043030.612244898
9943,560000.0,773139.3939393939
9944,511500.0,639414.6776859504
9948,3600000.0,3600000.0
9949,815000.0,1172869.3181818181
9951,467000.0,612932.2033898305
9952,405000.0,759500.0
9956,428000.0,651350.3397683398
9957,722500.0,890647.0588235294
9958,421000.0,651350.3397683398
9962,286000.0,383329.0268456376
9965,920000.0,942907.9210526316
9967,620000.0,730000.0
9968,1200000.0,1690000.0
9973,865000.0,1049757.5757575757
9977,1920000.0,1918750.0
9980,1230000.0,1304593.373493976
9981,1220000.0,1023428.5714285715
9983,660000.0,717969.4968553459
9984,570000.0,666440.1149425288
9986,1550000.0,1213333.3333333333
9992,1075000.0,1076285.7142857143
9994,1071888.0,845259.7391304348
9995,560000.0,536048.8505747126
9996,1750000.0,1463800.0
9997,1210000.0,819703.947368421
10004,1300000.0,1457250.0
10008,740000.0,1046096.9538461538
10010,800000.0,649775.0
10011,1020000.0,769382.5757575758
10012,660000.0,782046.6666666666
10013,1242000.0,1147333.3333333333
10018,1350000.0,1269000.0
10019,1020000.0,961850.0
10022,912000.0,1583800.0
10023,685000.0,717969.4968553459
10024,270000.0,383329.0268456376
10028,890500.0,964590.9090909091
10033,817000.0,1010178.5714285715
10036,750000.0,800939.3939393939
10038,860000.0,1043030.612244898
10039,645000.0,644947.7272727273
10040,1770000.0,1183735.294117647
10044,1085000.0,1049492.4528301887
10058,780000.0,1043030.612244898
10060,2000000.0,2086117.6470588236
10063,1450000.0,1010178.5714285715
10064,1860000.0,1805500.0
10069,651000.0,717969.4968553459
10071,1250000.0,819703.947368421
10077,1235000.0,948318.1818181818
10081,1290000.0,1299000.0
10085,1180000.0,1183735.294117647
10090,957500.0,1046096.9538461538
10091,2080000.0,1948785.7142857143
10092,852000.0,888181.8181818182
10093,505000.0,526830.3938053098
10094,1402500.0,773139.3939393939
10095,2905000.0,2727500.0
10096,650000.0,639414.6776859504
10097,856000.0,683070.3703703703
10098,1505000.0,1304593.373493976
10100,600000.0,917126.5258215963
10102,1005000.0,717969.4968553459
10103,410000.0,552799.1733333333
10106,1530000.0,1559833.3333333333
10109,1082000.0,1018370.0
10115,725000.0,651350.3397683398
10116,602000.0,552799.1733333333
10117,830000.0,782046.6666666666
10118,1300000.0,888181.8181818182
10121,1940000.0,1773288.4615384615
10122,1590000.0,979202.8301886793
10125,705000.0,812342.625
10126,2200000.0,1975000.0
10129,420000.0,526830.3938053098
10130,1479000.0,1767425.9259259258
10134,1655000.0,1655000.0
10135,1430000.0,1341684.2105263157
10137,667000.0,779950.0
10139,1080000.0,1172869.3181818181
10148,1750800.0,1670400.0
10150,1605000.0,1773288.4615384615
10151,1035000.0,651350.3397683398
10152,505000.0,612932.2033898305
10153,663000.0,917126.5258215963
10154,860000.0,1046096.9538461538
10159,2545000.0,2415000.0
10160,1405000.0,1544387.0967741935
10161,460000.0,526830.3938053098
10162,1210000.0,1302803.3846153845
10165,460000.0,526830.3938053098
10167,1075000.0,969000.0
10171,880000.0,845259.7391304348
10173,1837500.0,977451.6129032258
10174,593000.0,917126.5258215963
10177,1642000.0,2209750.0
10179,780000.0,1018370.0
10182,1290000.0,1172869.3181818181
10183,1930000.0,1688416.6666666667
10184,2408000.0,1773288.4615384615
10185,4750000.0,4750000.0
10189,1042000.0,917126.5258215963
10190,1450000.0,1234066.6666666667
10191,525000.0,644947.7272727273
10194,1417500.0,1046096.9538461538
10196,510000.0,745042.6923076923
10198,601000.0,552799.1733333333
10199,1145000.0,979202.8301886793
10201,911982.0,812342.625
10202,1040000.0,1076285.7142857143
10204,1460000.0,1304593.373493976
10208,865000.0,1309019.7368421052
10210,1135000.0,1046096.9538461538
10211,900000.0,1046096.9538461538
10213,499000.0,773450.0
10214,506000.0,1043030.612244898
10215,430000.0,683070.3703703703
10216,420000.0,917126.5258215963
10217,570000.0,782046.6666666666
10220,637000.0,717969.4968553459
10221,905000.0,1043030.612244898
10222,835000.0,835000.0
10228,610000.0,644947.7272727273
10230,1255000.0,890647.0588235294
10235,871000.0,917126.5258215963
10236,1451000.0,1309019.7368421052
10237,1385000.0,1309019.7368421052
10238,1360000.0,917126.5258215963
10240,1850000.0,1850000.0
10241,612500.0,639414.6776859504
10244,855000.0,903000.0
10245,855000.0,640575.0
10246,895000.0,1175000.0
10248,902000.0,1046096.9538461538
10249,1410000.0,1046096.9538461538
10251,1360000.0,1360000.0
10252,500000.0,695538.4615384615
10253,573000.0,888181.8181818182
10256,465000.0,683070.3703703703
10257,545000.0,1043030.612244898
10259,1980000.0,1585000.0
10260,830000.0,683070.3703703703
10261,886000.0,683070.3703703703
10264,445000.0,651350.3397683398
10265,1050000.0,932750.0
10267,800000.0,948318.1818181818
10269,786000.0,1069891.3043478262
10272,617000.0,666440.1149425288
10276,990000.0,1046096.9538461538
10278,455000.0,526830.3938053098
10279,680000.0,651350.3397683398
10286,755000.0,687357.1428571428
10288,762000.0,1046096.9538461538
10291,1501000.0,1172869.3181818181
10297,1100000.0,1251916.6666666667
10298,1135000.0,1172869.3181818181
10300,865000.0,985714.2857142857
10301,362500.0,383329.0268456376
10302,922000.0,717969.4968553459
10304,963500.0,881750.0
10306,740000.0,717969.4968553459
10308,730000.0,890647.0588235294
10309,770000.0,888181.8181818182
10314,2550000.0,2209522.727272727
10317,2800000.0,2360848.484848485
10321,1702000.0,1304593.373493976
10323,3399000.0,3399000.0
10326,802500.0,745042.6923076923
10327,441000.0,383329.0268456376
10329,500000.0,552799.1733333333
10330,738000.0,639414.6776859504
10332,800000.0,1023428.5714285715
10333,680000.0,536048.8505747126
10336,605000.0,773139.3939393939
10337,580000.0,800939.3939393939
10340,1600000.0,979780.487804878
10341,677000.0,1043030.612244898
10342,737500.0,890647.0588235294
10343,520000.0,619375.0
10346,505000.0,640575.0
10348,680000.0,680000.0
10350,442500.0,612932.2033898305
10351,1203500.0,1018370.0
10353,1475000.0,800939.3939393939
10354,1640000.0,1789833.3333333333
10355,590500.0,819703.947368421
10356,895000.0,717969.4968553459
10362,400000.0,383329.0268456376
10367,825000.0,639414.6776859504
10371,2258000.0,2360848.484848485
10373,1250000.0,845259.7391304348
10374,520000.0,832279.7234042553
10375,1218000.0,1010178.5714285715
10378,600000.0,695538.4615384615
10379,487000.0,717969.4968553459
10380,572000.0,640575.0
10381,650000.0,856044.4444444445
10384,1700000.0,1362333.3333333333
10385,1060000.0,773139.3939393939
10387,530000.0,526830.3938053098
10388,450000.0,769382.5757575758
10390,353000.0,552799.1733333333
10393,720000.0,526830.3938053098
10394,295000.0,612932.2033898305
10395,347500.0,724920.0
10396,410000.0,888181.8181818182
10398,1485000.0,1043030.612244898
10400,1750000.0,1837157.894736842
10403,695000.0,536048.8505747126
10404,655000.0,639414.6776859504
10405,775000.0,773139.3939393939
10406,820000.0,773139.3939393939
10413,900000.0,612932.2033898305
10414,806000.0,800939.3939393939
10417,980000.0,1089500.0
10425,1540000.0,1767425.9259259258
10426,470000.0,383329.0268456376
10431,730000.0,819703.947368421
10432,676000.0,717969.4968553459
10433,805000.0,812342.625
10435,1126000.0,1046096.9538461538
10437,799000.0,769382.5757575758
10438,1285000.0,773139.3939393939
10439,1512000.0,1304593.373493976
10445,777000.0,621750.0
10449,912000.0,754136.3636363636
10450,1565000.0,1882500.0
10452,1270000.0,1046096.9538461538
10454,1137500.0,812342.625
10455,1415000.0,979202.8301886793
10458,876000.0,717969.4968553459
10460,736000.0,800939.3939393939
10462,478000.0,526830.3938053098
10464,1335000.0,1046096.9538461538
10466,740000.0,769382.5757575758
10467,698000.0,769382.5757575758
10468,780000.0,1046096.9538461538
10472,920000.0,979202.8301886793
10473,1115000.0,819703.947368421
10475,1171000.0,1242222.2222222222
10476,1060000.0,1452062.5
10478,617500.0,639414.6776859504
10480,575000.0,666440.1149425288
10481,635000.0,917126.5258215963
10484,860000.0,979202.8301886793
10488,615000.0,782046.6666666666
10489,314000.0,383329.0268456376
10490,1341000.0,1046096.9538461538
10492,609000.0,639414.6776859504
10494,1100000.0,1172869.3181818181
10498,760000.0,526830.3938053098
10500,795000.0,948318.1818181818
10502,830000.0,1046096.9538461538
10503,940000.0,1046096.9538461538
10509,2920000.0,2617500.0
10510,400000.0,383329.0268456376
10512,600000.0,552799.1733333333
10517,1387000.0,1079000.0
10518,480000.0,506764.70588235295
10520,535000.0,1422702.380952381
10522,1070000.0,1234066.6666666667
10524,750000.0,1324166.6666666667
10525,632000.0,800939.3939393939
10527,2505000.0,2209522.727272727
10528,1785000.0,1401000.0
10535,1375000.0,1230100.0
10539,740000.0,1049757.5757575757
10540,745000.0,651350.3397683398
10541,1225000.0,1049492.4528301887
10543,390000.0,683070.3703703703
10545,695000.0,640575.0
10547,870000.0,1018370.0
10549,710000.0,832279.7234042553
10551,570000.0,819703.947368421
10553,597000.0,773139.3939393939
10554,660000.0,526830.3938053098
10561,880000.0,639414.6776859504
10562,862000.0,1049492.4528301887
10563,595000.0,644947.7272727273
10565,709500.0,526830.3938053098
10567,670000.0,773139.3939393939
10574,720000.0,717969.4968553459
10575,1107500.0,1064916.6666666667
10580,520000.0,651350.3397683398
10581,380000.0,526830.3938053098
10582,920000.0,920000.0
10583,950000.0,1300000.0
10584,485000.0,526830.3938053098
10585,1291000.0,695538.4615384615
10586,775000.0,1049757.5757575757
10587,820000.0,812342.625
10589,797000.0,819703.947368421
10591,590000.0,862883.3333333334
10593,585000.0,526830.3938053098
10594,1580000.0,1422702.380952381
10596,386000.0,773139.3939393939
10597,515000.0,639414.6776859504
10598,1515000.0,1817647.0588235294
10599,1037000.0,773139.3939393939
10601,1330000.0,1837157.894736842
10602,937000.0,977451.6129032258
10603,290000.0,383329.0268456376
10604,730000.0,717969.4968553459
10605,660000.0,717969.4968553459
10607,1150000.0,1309019.7368421052
10608,1600000.0,1824833.3333333333
10610,755000.0,651350.3397683398
10613,750000.0,639414.6776859504
10614,286000.0,383329.0268456376
10615,580010.0,526830.3938053098
10616,1250000.0,1321089.0
10618,360000.0,649775.0
10619,740000.0,948125.0
10620,647000.0,890647.0588235294
10622,930000.0,977451.6129032258
10624,760000.0,1046096.9538461538
10625,876000.0,666440.1149425288
10627,365000.0,383329.0268456376
10628,1297000.0,1297000.0
10631,865000.0,1422702.380952381
10632,760000.0,1422702.380952381
10633,725000.0,687357.1428571428
10635,1120000.0,1010178.5714285715
10638,930000.0,779950.0
10639,557000.0,612932.2033898305
10640,650000.0,979202.8301886793
10642,806000.0,773450.0
10646,1663000.0,1746000.0
10647,1310000.0,1494366.6666666667
10648,1530000.0,888181.8181818182
10651,630000.0,651350.3397683398
10652,1300000.0,979202.8301886793
10653,1260000.0,1260000.0
10654,655000.0,649775.0
10656,435000.0,383329.0268456376
10658,490000.0,917126.5258215963
10661,417500.0,651350.3397683398
10664,1398000.0,979780.487804878
10665,664000.0,683070.3703703703
10667,790000.0,779777.7777777778
10668,830000.0,666440.1149425288
10669,456000.0,383329.0268456376
10672,565000.0,687357.1428571428
10673,810000.0,1196233.3333333333
10674,749000.0,832279.7234042553
10675,260000.0,383329.0268456376
10676,330000.0,383329.0268456376
10677,501000.0,552799.1733333333
10679,1070000.0,773450.0
10680,700000.0,1230100.0
10683,400000.0,536048.8505747126
10684,675000.0,666440.1149425288
10686,866000.0,888181.8181818182
10689,800000.0,1006500.0
10690,735000.0,979202.8301886793
10691,595000.0,782046.6666666666
10695,771000.0,526830.3938053098
10697,400000.0,773139.3939393939
10698,455000.0,383329.0268456376
10699,615888.0,552799.1733333333
10706,1820000.0,2081296.0
10708,1475000.0,1463800.0
10709,2100000.0,2086117.6470588236
10712,1320000.0,1046096.9538461538
10713,575500.0,651350.3397683398
10715,635000.0,832279.7234042553
10717,620000.0,640575.0
10718,1005000.0,902900.0
10720,700000.0,717969.4968553459
10724,390000.0,383329.0268456376
10726,1410000.0,1049492.4528301887
10729,710500.0,773450.0
10730,752000.0,979202.8301886793
10731,622000.0,717969.4968553459
10732,650000.0,838500.0
10733,435000.0,666440.1149425288
10736,1340000.0,1239000.0
10737,450000.0,819703.947368421
10738,440000.0,612932.2033898305
10740,550000.0,550000.0
10741,373500.0,695538.4615384615
10743,640000.0,651350.3397683398
10745,940000.0,773139.3939393939
10748,705000.0,1040681.8181818182
10749,790000.0,724920.0
10751,704500.0,902900.0
10752,550000.0,832279.7234042553
10753,598000.0,1006500.0
10754,592000.0,640575.0
10755,602000.0,612932.2033898305
10758,735000.0,779950.0
10761,1270000.0,1156687.5
10762,650000.0,888181.8181818182
10763,1400000.0,845259.7391304348
10764,1627000.0,917126.5258215963
10768,1850000.0,1049757.5757575757
10771,1820000.0,1767425.9259259258
10775,785000.0,782046.6666666666
10778,676000.0,651350.3397683398
10779,1002000.0,717969.4968553459
10780,1175000.0,1070533.3333333333
10782,875000.0,917126.5258215963
10785,774000.0,918884.6153846154
10787,327000.0,383329.0268456376
10788,1900000.0,1743142.857142857
10789,2185000.0,1823333.3333333333
10791,1210000.0,850636.3636363636
10798,351000.0,383329.0268456376
10804,1725000.0,1010178.5714285715
10805,633000.0,639414.6776859504
10806,1090000.0,1422702.380952381
10807,936000.0,1043030.612244898
10808,860000.0,917126.5258215963
10809,850000.0,850000.0
10812,800000.0,1133187.5
10813,1720000.0,1172869.3181818181
10814,690000.0,917126.5258215963
10815,875000.0,890647.0588235294
10816,420000.0,917126.5258215963
10817,677500.0,890647.0588235294
10818,600000.0,552799.1733333333
10819,762500.0,552799.1733333333
10820,1855500.0,2152214.285714286
10821,802000.0,1046096.9538461538
10824,631000.0,832279.7234042553
10826,582000.0,819703.947368421
10828,468000.0,383329.0268456376
10829,470000.0,383329.0268456376
10831,750000.0,1172869.3181818181
10833,410000.0,724920.0
10834,512500.0,832279.7234042553
10835,830500.0,800939.3939393939
10837,551000.0,612932.2033898305
10838,450000.0,773139.3939393939
10843,1635000.0,1322250.0
10845,1138000.0,1040681.8181818182
10846,477000.0,717969.4968553459
10847,605000.0,612932.2033898305
10848,610000.0,717969.4968553459
10849,580000.0,612932.2033898305
10850,415000.0,383329.0268456376
10851,905000.0,651350.3397683398
10854,451000.0,917126.5258215963
10856,895000.0,1043030.612244898
10857,586000.0,942907.9210526316
10860,1055000.0,1043030.612244898
10863,529000.0,888181.8181818182
10864,484000.0,717969.4968553459
10865,670000.0,526830.3938053098
10866,510000.0,526830.3938053098
10867,410000.0,717969.4968553459
10871,410000.0,383329.0268456376
10872,478000.0,652000.0
10874,1285000.0,1304593.373493976
10876,1635000.0,1304593.373493976
10885,1225000.0,819703.947368421
10887,767000.0,683070.3703703703
10888,810000.0,865000.0
10890,821000.0,782046.6666666666
10892,1520000.0,1286500.0
10893,2299500.0,1904833.3333333333
10897,2360000.0,3097083.3333333335
10899,1460000.0,942907.9210526316
10907,1280000.0,1070533.3333333333
10908,1750000.0,2013571.4285714286
10913,1100000.0,800939.3939393939
10914,1250000.0,832279.7234042553
10919,830000.0,1196233.3333333333
10923,4050000.0,4050000.0
10924,2210000.0,1616272.7272727273
10928,1680000.0,1789833.3333333333
10929,890000.0,639414.6776859504
10931,632000.0,819703.947368421
10932,1310000.0,1304593.373493976
10934,1500000.0,1466666.6666666667
